FileName,ResearchQuestion,Theme,Subject,Sentence,DominantTopic,TopicKeywords
A62,RQ3,Relationship with SWeBok,Software Security,Making available the data to software running on the individual’s behalf avoids many legitimate privacy issues and concerns.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A63,RQ1,Principles and Values,Artificial intelligence,The goal here is to identify key directions for the future advanced research initiatives in Artificial Intelligence (AI) and beyond.,2,"research, open, work, future, extent, basic, also, community"
A63,RQ1,Objective and Motivation,Solve existing problems and challenges,The expected impact on the society will be immense and crucial for its survival.,2,"research, open, work, future, extent, basic, also, community"
A63,RQ1,Main Guidelines,Develop tools and techniques,Forms of implementation will range from virtual entities to wearable electronics and autonomous robots.,2,"research, open, work, future, extent, basic, also, community"
A63,RQ1,Impact and Applicability,Promote collaboration and communication,Its principles will combine preprogrammed basic functions and its own natural ontogeny in a virtual social environment.,3,"design, principles, community, people, need, thinking, must, patterns"
A64,RQ1,Principles and Values,Innovation,Our software tools—particularly in the collaboration space—are nowhere close to fulfilling their potential.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A64,RQ1,Principles and Values,Openness,Open source software offers an excellent and underutilized avenue for disseminating innovations in user interface.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A64,RQ1,Principles and Values,Ethics and Responsibility,Computers should help us become smarter and work together better. Remembering this will keep us on the right track.,2,"research, open, work, future, extent, basic, also, community"
A64,RQ1,Main Guidelines,Adopt new technologies and approaches,Our software tools—particularly in the collaboration space—are nowhere close to fulfilling their potential.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A64,RQ1,Main Guidelines,Develop tools and techniques,Creating a shared conceptual framework is a truly collaborative problem.,2,"research, open, work, future, extent, basic, also, community"
A64,RQ1,Main Guidelines,Promote collaboration and communication,Working together will both strengthen this community and improve our tools.,3,"design, principles, community, people, need, thinking, must, patterns"
A64,RQ1,Impact and Applicability,Adapt and evolve,Keep improving. Improvement is an ongoing process.,4,"process, mining, data, business, provides, bridge, modeling, important"
A64,RQ2,Gaps,Lack of practical guidelines for implementing principles,The problem with usability is not a lack of good ideas; it's that most of these ideas never make it into real applications.,0,"systems, data, security, system, privacy, users, development, computing"
A65,RQ1,Principles and Values,Sustainability,‘Green IT’ being just one of the latest buzzword that characterize this trend.,0,"systems, data, security, system, privacy, users, development, computing"
A65,RQ1,Objective and Motivation,Responding to emerging challenges and opportunities,What are the critical issues that emerge during RE in this brave new world?,3,"design, principles, community, people, need, thinking, must, patterns"
A65,RQ1,Objective and Motivation,Transforming current practices through innovations,The research scope of RE has to become more interdisciplinary and it needs to also carefully evaluate some of its critical assumptions that underlie current research and practice.,2,"research, open, work, future, extent, basic, also, community"
A65,RQ2,Gaps,Lack of assessment or monitoring of the quality of architecture,How do architectures influence the evolution of requirements and their identification?,0,"systems, data, security, system, privacy, users, development, computing"
A65,RQ3,Relationship with SWeBok,Software architecture,Architectural dependences arise in the approaches of IKIWISI (I’ll Know It When I See It) and COTS (Commercial off-the-shelf) software deployment.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A65,RQ3,Relationship with SWeBok,Software Quality,What types of interdependencies influence and affect system change and create higher levels of design complexity?,3,"design, principles, community, people, need, thinking, must, patterns"
A66,RQ1,Principles and Values,User focus,Our manifesto places emphasis on the scholarly value of academic software.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A66,RQ1,Principles and Values,Openness,I will develop software as open source right from the start whenever possible.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A66,RQ1,Principles and Values,Ethics and Responsibility,It is more in the style of a personal responsibility pledge like those on open access and open peer review.,2,"research, open, work, future, extent, basic, also, community"
A66,RQ1,Main Guidelines,Adopt new technologies and approaches,I will match software engineering practices I recommend to the needs and resources of projects.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A66,RQ1,Impact and Applicability,Develop tools and techniques,I will document my academic software for users with instructions and examples.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A66,RQ1,Impact and Applicability,Ensure security and privacy,I will examine the source code of academic software contributions and encourage others to do so as well.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A66,RQ1,Call to Action,Share knowledge,I will publish the intellectual contributions of my research software.,2,"research, open, work, future, extent, basic, also, community"
A66,RQ3,Relationship with SWeBok,Software Engineering Professional Practice,I will properly cite software used to produce my research results.,2,"research, open, work, future, extent, basic, also, community"
A67,RQ1,Principles and Values,Innovation,The research in both fog and edge computing is growing day by day since they emerged as groundbreaking computing paradigms.,2,"research, open, work, future, extent, basic, also, community"
A67,RQ1,Principles and Values,Openness,There is a need to assess the existing research related to emerging paradigms to find out the possible future directions and research opportunities existing in this field.,2,"research, open, work, future, extent, basic, also, community"
A67,RQ1,Principles and Values,Ethics and Responsibility,Security and privacy are two important challenges in computing system while delivering services to end users.,0,"systems, data, security, system, privacy, users, development, computing"
A67,RQ1,Principles and Values,Artificial intelligence,Effective use of AI techniques can enhance the energy efficiency and reliability of the CDC.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A67,RQ1,Principles and Values,Privacy and Security,Privacy-aware fog and edge computing system allow authentic users to access their data using various IoT applications.,0,"systems, data, security, system, privacy, users, development, computing"
A67,RQ1,Objective and Motivation,Emphasis on collaboration and interdisciplinarity,Fog and edge computing helps critical IoT applications to maintain the SLA during the processing of user requests in an efficient manner before their deadline.,0,"systems, data, security, system, privacy, users, development, computing"
A67,RQ1,Main Guidelines,Adopt new technologies and approaches,The research in both fog and edge computing is growing day by day since they emerged as groundbreaking computing paradigms.,2,"research, open, work, future, extent, basic, also, community"
A67,RQ1,Main Guidelines,Develop tools and techniques,Fog and edge computing paradigms can be used for proficient big data analytics to improve data processing.,0,"systems, data, security, system, privacy, users, development, computing"
A67,RQ1,Impact and Applicability,Develop tools and techniques,Resource provisioning is defined as the filtering of best matched resources based on the QoS requirements of the requests.,0,"systems, data, security, system, privacy, users, development, computing"
A67,RQ1,Impact and Applicability,Ensure security and privacy,There is a need of proactive privacy and security-aware systems to protect user data and handle security attacks.,0,"systems, data, security, system, privacy, users, development, computing"
A67,RQ2,Gaps,Lack of practical guidelines for implementing principles,How to provision fog and edge resources effectively for different IoT applications before actual scheduling of resources?,0,"systems, data, security, system, privacy, users, development, computing"
A67,RQ2,Gaps,Little discussion of the social and political implications of technology,There is a need to assess the existing research related to emerging paradigms to find out the possible future directions and research opportunities existing in this field.,2,"research, open, work, future, extent, basic, also, community"
A67,RQ2,Gaps,Lack of integration between different areas of software engineering,Fog and edge computing helps critical IoT applications to maintain the SLA during the processing of user requests in an efficient manner before their deadline.,0,"systems, data, security, system, privacy, users, development, computing"
A67,RQ3,Relationship with SWeBok,Software Security,Security and privacy are two important challenges in computing system while delivering services to end users.,0,"systems, data, security, system, privacy, users, development, computing"
A68,RQ1,Principles and Values,Collaboration,We present our vision to develop semantic diff operators for model comparisons.,4,"process, mining, data, business, provides, bridge, modeling, important"
A68,RQ1,Principles and Values,Ethics and Responsibility,Such diff witnesses serve as concrete proofs for the real change between one version and another and its effect on the meaning of the models involved.,4,"process, mining, data, business, provides, bridge, modeling, important"
A68,RQ1,Objective and Motivation,Responding to emerging challenges and opportunities,This paper is a manifesto for research on semantic model differencing.,2,"research, open, work, future, extent, basic, also, community"
A68,RQ1,Objective and Motivation,Transforming current practices through innovations,We present our vision to develop semantic diff operators for model comparisons.,4,"process, mining, data, business, provides, bridge, modeling, important"
A68,RQ1,Objective and Motivation,Create or improve tools and platforms,We have already implemented prototype versions of cddiff and addiff.,3,"design, principles, community, people, need, thinking, must, patterns"
A68,RQ1,Main Guidelines,Develop tools and techniques,We have integrated our implementations into Eclipse plug-ins.,0,"systems, data, security, system, privacy, users, development, computing"
A68,RQ3,Relationship with SWeBok,Software Design,We present our vision to develop semantic diff operators for model comparisons.,4,"process, mining, data, business, provides, bridge, modeling, important"
A69,RQ1,Principles and Values,Collaboration,This manifesto is written by members and supporters of the IEEE Task Force on Process Mining.,4,"process, mining, data, business, provides, bridge, modeling, important"
A69,RQ1,Principles and Values,Openness,This manifesto is created by the IEEE Task Force on Process Mining and aims to promote the topic of process mining.,4,"process, mining, data, business, provides, bridge, modeling, important"
A69,RQ1,Principles and Values,Ethics and Responsibility,Process mining techniques offer a means to more rigorously check compliance and ascertain the validity and reliability of information about an organization’s core processes.,4,"process, mining, data, business, provides, bridge, modeling, important"
A69,RQ1,Principles and Values,Process improvement,Process mining provides an important bridge between data mining and business process modeling and analysis.,4,"process, mining, data, business, provides, bridge, modeling, important"
A69,RQ1,Principles and Values,Privacy and Security,The event data should be safe in the sense that privacy and security concerns are addressed when recording the events.,0,"systems, data, security, system, privacy, users, development, computing"
A69,RQ1,Principles and Values,Architecture,Process mining provides an important bridge between data mining and business process modeling and analysis.,4,"process, mining, data, business, provides, bridge, modeling, important"
A69,RQ1,Objective and Motivation,Transforming current practices through innovations,Process mining can be seen as the 'missing link' between data mining and traditional model-driven BPM.,4,"process, mining, data, business, provides, bridge, modeling, important"
A69,RQ1,Impact and Applicability,Develop tools and techniques,More and more software vendors are adding process mining functionality to their tools.,4,"process, mining, data, business, provides, bridge, modeling, important"
A69,RQ1,Call to Action,Creating a better future,Process mining is an emerging discipline. This manifesto catalogs some guiding principles and challenges for users of process mining techniques as well as researchers and developers that are interested in advancing the state-of-the-art.,4,"process, mining, data, business, provides, bridge, modeling, important"
A69,RQ2,Gaps,Little discussion of the social and political implications of technology,Process mining techniques offer a means to more rigorously check compliance and ascertain the validity and reliability of information about an organization’s core processes.,4,"process, mining, data, business, provides, bridge, modeling, important"
A69,RQ3,Relationship with SWeBok,Software architecture,Process mining provides an important bridge between data mining and business process modeling and analysis.,4,"process, mining, data, business, provides, bridge, modeling, important"
A69,RQ3,Relationship with SWeBok,Software Engineering Management,Process mining can help to provide meaningful 'maps' that are directly connected to event data.,4,"process, mining, data, business, provides, bridge, modeling, important"
A69,RQ3,Relationship with SWeBok,Software Security,Event logs should be treated as first-class citizens in the information systems supporting the processes to be analyzed.,0,"systems, data, security, system, privacy, users, development, computing"
A70,RQ1,Principles and Values,Innovation,Innovative: Focused on constant improvement and being at the forefront of change and innovation in education and training.,4,"process, mining, data, business, provides, bridge, modeling, important"
A70,RQ1,Principles and Values,Openness,Manifestos are quite common in the technological arena. Maybe the most popular of them is the Manifesto for Agile Software Development.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A70,RQ1,Principles and Values,Process improvement,Software process improvement is considered one of the most important fields in the software engineering discipline.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A70,RQ1,Objective and Motivation,Create or improve tools and platforms,Develop a SPI Book of Knowledge.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A70,RQ1,Main Guidelines,Share knowledge,Sharing knowledge and experience across educational and industrial settings is fundamental for improving software process education and training.,4,"process, mining, data, business, provides, bridge, modeling, important"
A70,RQ1,Impact and Applicability,Focus on education and training,Opportunities could be provided for lecturers and teachers to gain real-life experience by shadowing process improvement professionals.,4,"process, mining, data, business, provides, bridge, modeling, important"
A70,RQ2,Gaps,Lack of evaluation and monitoring of the impact of manifestos,There is a lack of relevant knowledge and experience of teachers and lecturers coupled with the problems of pressures by other topics on academic courses.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A70,RQ2,Gaps,Little attention to the evolution and adaptation of manifestos,An associated aspect of software process education and professionalism is related to the teaching and usages of international standards in educational settings.,4,"process, mining, data, business, provides, bridge, modeling, important"
A71,RQ1,Principles and Values,Collaboration,We propose that the modeling community adopt three simple guidelines that would ensure that computational models would be accessible to the broad range of researchers in cognitive science.,2,"research, open, work, future, extent, basic, also, community"
A71,RQ1,Impact and Applicability,Promote collaboration and communication,Only a two-pronged effort will actually lead to the goal of real accessibility to computational models.,4,"process, mining, data, business, provides, bridge, modeling, important"
A71,RQ2,Gaps,Lack of evaluation and monitoring of the impact of manifestos,The present manifesto calls on computational modelers to make better use of current computer technology to allow members of the cognitive science community to have real access to their models.,3,"design, principles, community, people, need, thinking, must, patterns"
A72,RQ1,Principles and Values,Artificial intelligence,AI is a materialized system that has become a manifestation of how particular datasets-in-power influence and create deep profit-oriented social and political infrastructures by using a specific kind of data and algorithms.,0,"systems, data, security, system, privacy, users, development, computing"
A72,RQ1,Objective and Motivation,Responding to emerging challenges and opportunities,Current data practices and AI narratives tend to construct and imagine 'the' world as a singular entity with linear history created from a dominant Western industrial narrative.,0,"systems, data, security, system, privacy, users, development, computing"
A73,RQ1,Principles and Values,Innovation,The manifesto offers routes to navigate the technological realities and promises for social touch amidst conflicting social concerns and uncertain futures.,2,"research, open, work, future, extent, basic, also, community"
A73,RQ1,Principles and Values,Process improvement,Challenges were raised related to the need for digital social touch interfaces to support end-user customization; the development of software frameworks for prototyping and implementing interfaces to support creatively ‘playing with’ digital social touch concepts and foster design.,3,"design, principles, community, people, need, thinking, must, patterns"
A73,RQ1,Principles and Values,Change,Social distancing practices resulting from responses to the Covid-19 pandemic newly underscored the need for digital social touch and prompted discussion of the political character of touch and physical proximity.,2,"research, open, work, future, extent, basic, also, community"
A73,RQ1,Principles and Values,Artificial intelligence,Research closely related to work on mediated social touch looks at how touch could also serve as a modality for virtual agents and social robots to communicate with humans.,2,"research, open, work, future, extent, basic, also, community"
A73,RQ1,Call to Action,Collaborate and share,The manifesto is thus developed through and rooted in the interdisciplinary expertise of social touch designers/developers/researchers.,2,"research, open, work, future, extent, basic, also, community"
A73,RQ2,Gaps,Lack of practical guidelines for implementing principles,Challenges were raised related to a need for digital social touch interfaces to support end-user customization.,2,"research, open, work, future, extent, basic, also, community"
A73,RQ2,Gaps,Lack of evaluation and monitoring of the impact of manifestos,There is no current research into the exact effects of digital touch technologies on the reduction of Covid-19 induced touch hunger.,2,"research, open, work, future, extent, basic, also, community"
A73,RQ2,Gaps,Little discussion of the social and political implications of technology,Social distancing practices resulting from responses to the Covid-19 pandemic newly underscored the need for digital social touch and prompted discussion of the political character of touch and physical proximity.,2,"research, open, work, future, extent, basic, also, community"
A73,RQ3,Relationship with SWeBok,Software architecture,The manifesto offers routes to navigate the technological realities and promises for social touch amidst conflicting social concerns and uncertain futures.,2,"research, open, work, future, extent, basic, also, community"
A74,RQ1,Principles and Values,User focus,The needs of students are flexible and need to be guaranteed to be met and functional without the need to enforce strict rules or syllabus.,3,"design, principles, community, people, need, thinking, must, patterns"
A74,RQ1,Impact and Applicability,Develop tools and techniques,The blockchain for education system and the manifesto blockchain methodology contribute to closing the data science skills gap by linking education data science to industry.,0,"systems, data, security, system, privacy, users, development, computing"
A75,RQ1,Principles and Values,Process improvement,Changing these rules and developing a culture of trusted sharing of data requires a range of stakeholders to take co-ordinated action.,0,"systems, data, security, system, privacy, users, development, computing"
A75,RQ1,Principles and Values,Artificial intelligence,McKinsey (2018) projected that data-enabled applications of artificial intelligence (AI) will generate $13 trillion in new global economic activity by 2030.,3,"design, principles, community, people, need, thinking, must, patterns"
A75,RQ1,Objective and Motivation,Transforming current practices through innovations,The open data movement has progressed from a standpoint of 'open by default' to one of 'publish with purpose'.,2,"research, open, work, future, extent, basic, also, community"
A75,RQ1,Main Guidelines,Establish standards and guidelines,Assessment of the state of national spatial data infrastructure is now routinely used to review the marketplace for geospatial data and services.,0,"systems, data, security, system, privacy, users, development, computing"
A75,RQ2,Gaps,Lack of evaluation and monitoring of the impact of manifestos,Lack of clear rights and responsibilities around the stewardship of data and digital resources leads to poor stewardship.,0,"systems, data, security, system, privacy, users, development, computing"
A76,RQ1,Objective and Motivation,Changing culture and practices,Through this work we have come to value...,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A76,RQ1,Main Guidelines,Establish standards and guidelines,We are raising the bar of professional system and infrastructure development even further,0,"systems, data, security, system, privacy, users, development, computing"
A76,RQ1,Impact and Applicability,Develop tools and techniques,to create more value in the DevOps ecosystem,3,"design, principles, community, people, need, thinking, must, patterns"
A76,RQ1,Call to Action,Adopt practices and principles,Through this work we have come to value...,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A76,RQ1,Call to Action,Creating a better future,We are raising the bar of professional system and infrastructure development even further,0,"systems, data, security, system, privacy, users, development, computing"
A76,RQ2,Gaps,Little attention to the evolution and adaptation of manifestos,we have found the extension of the first item indispensible,2,"research, open, work, future, extent, basic, also, community"
A76,RQ3,Relationship with SWeBok,Software Engineering Process,We are raising the bar of professional system and infrastructure development even further,0,"systems, data, security, system, privacy, users, development, computing"
A77,RQ1,Principles and Values,Ethics and Responsibility,I consider that the golden rule requires that if I like a program I must share it with other people who like it.,3,"design, principles, community, people, need, thinking, must, patterns"
A77,RQ1,Main Guidelines,Address ethical and social issues,The fundamental act of friendship among programmers is the sharing of programs; marketing arrangements now typically used essentially forbid programmers to treat others as friends.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A77,RQ1,Main Guidelines,Promote collaboration and communication,GNU serves as an example to inspire and a banner to rally others to join us in sharing.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A77,RQ2,Gaps,Lack of practical guidelines for implementing principles,We must distinguish between support in the form of real programming work and mere handholding.,3,"design, principles, community, people, need, thinking, must, patterns"
A77,RQ3,Relationship with SWeBok,Software Quality,This means that much wasteful duplication of system programming effort will be avoided. This effort can go instead into advancing the state of the art.,0,"systems, data, security, system, privacy, users, development, computing"
A77,RQ3,Relationship with SWeBok,Software Engineering Economics,Restricting copying is not the only basis for business in software. It is the most common basis because it brings in the most money.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A78,RQ1,Principles and Values,User focus,We have engaged learners in developing computational models to improve life in their community.,3,"design, principles, community, people, need, thinking, must, patterns"
A78,RQ1,Principles and Values,Collaboration,A collaborative editing process seems to help them develop a critical stance towards traditional media.,4,"process, mining, data, business, provides, bridge, modeling, important"
A78,RQ1,Principles and Values,Innovation,We would like to see the trend in these attitude graphs reversed. We accept as an ultimate challenge for ‘Affective Learning’ the realising of ideas such as this.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A78,RQ1,Principles and Values,Ethics and Responsibility,The study of affect and learning should include looking at how such cultural affect comes about and how it changes.,3,"design, principles, community, people, need, thinking, must, patterns"
A78,RQ1,Objective and Motivation,Responding to emerging challenges and opportunities,It is time to redress the imbalance by developing theories and technologies in which affect and cognition are appropriately integrated with one another.,3,"design, principles, community, people, need, thinking, must, patterns"
A78,RQ1,Objective and Motivation,Transforming current practices through innovations,We have engaged learners in developing computational models to improve life in their community.,3,"design, principles, community, people, need, thinking, must, patterns"
A78,RQ2,Gaps,Lack of integration between different areas of software engineering,There is a need for a new range of expressive technologies and a more integrated methodology to facilitate rooted knowledge construction and support development of shoots to new areas through electronic collaboration and support.,0,"systems, data, security, system, privacy, users, development, computing"
A78,RQ3,Relationship with SWeBok,Software Quality,We would like to see the trend in these attitude graphs reversed. We accept as an ultimate challenge for ‘Affective Learning’ the realising of ideas such as this.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A79,RQ1,Objective and Motivation,Responding to emerging challenges and opportunities,The complexity of AmI scenarios needs an approach that can talk to both of them rather than either of them. We need a dual-interface approach.,3,"design, principles, community, people, need, thinking, must, patterns"
A79,RQ2,Gaps,Lack of integration between different areas of software engineering,SERENITY's S&D patterns provide the basic building blocks of security and dependability solutions along with a formal characterisation of their behaviour and semantics that will enable the use of these solutions over a wide range of heterogeneous computing and communication infrastructures and devices.,0,"systems, data, security, system, privacy, users, development, computing"
A79,RQ3,Relationship with SWeBok,Software Security,Automating the processing of semantic information represents a big challenge and a promising line of work for the resolution of many relevant problems.,2,"research, open, work, future, extent, basic, also, community"
A79,RQ3,Relationship with SWeBok,Software architecture,An important issue is the ability to include abstractions of the different collaboration schemes and software and hardware architectures that can occur at runtime in very dynamic and heterogeneous scenarios.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A80,RQ1,Call to Action,Creating a better future,The richness of the discovery is likely to go beyond the user’s expectations leading to serendipitous answers.,0,"systems, data, security, system, privacy, users, development, computing"
A81,RQ1,Principles and Values,Artificial intelligence,The rise of information and communication technologies (ICT) that improve automation and connect us to global labor markets has resulted in a shift of people out of manufacturing into knowledge-intensive service industries that support manufacturing and innovation.,3,"design, principles, community, people, need, thinking, must, patterns"
A81,RQ1,Impact and Applicability,Promote collaboration and communication,At IBM we’ve been working closely with academic institutions to stimulate a cross-disciplinary focus on ‘services science.’ We need to overcome the silos of departments and disciplines if we are going to generate the innovation needed in a services economy.,3,"design, principles, community, people, need, thinking, must, patterns"
A82,RQ1,Objective and Motivation,Responding to emerging challenges and opportunities,Basic researchers in AI should measure their work as to the extent to which it advances this goal.,2,"research, open, work, future, extent, basic, also, community"
A82,RQ1,Main Guidelines,Adopt new technologies and approaches,AI research should not be dominated by near-term applications. DARPA should recall the extent to which its applied goals were benefitted by basic research.,2,"research, open, work, future, extent, basic, also, community"
A82,RQ1,Main Guidelines,Establish standards and guidelines,Formalizing common sense requires extensions to mathematical logic including nonmonotonic reasoning and extensive reification.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A82,RQ1,Impact and Applicability,Conduct research and experiments,Basic researchers in AI should measure their work as to the extent to which it advances this goal.,2,"research, open, work, future, extent, basic, also, community"
A82,RQ2,Gaps,Lack of evaluation and monitoring of the impact of manifestos,The so-called AI winter was dominated by people who lost money in companies. That’s a common phenomenon.,3,"design, principles, community, people, need, thinking, must, patterns"
A82,RQ2,Gaps,Little attention to the evolution and adaptation of manifestos,AI research should not be dominated by near-term applications. DARPA should recall the extent to which its applied goals were benefitted by basic research.,2,"research, open, work, future, extent, basic, also, community"
A83,RQ1,Principles and Values,Change,You would need to understand that you were managing a revolution. This is not a gentle evolution but a revolution in technology.,3,"design, principles, community, people, need, thinking, must, patterns"
A83,RQ1,Principles and Values,Artificial intelligence,Three years from now it will include knowledge-based tools.,3,"design, principles, community, people, need, thinking, must, patterns"
A84,RQ1,Principles and Values,Collaboration,The cumulative work of a global design thinking research community demonstrates our ability to instrument and quantify design behavior.,3,"design, principles, community, people, need, thinking, must, patterns"
A84,RQ1,Principles and Values,Ethics and Responsibility,Now that we have the roots of the scientific comprehension of design thinking we can expect to continuously improve our understanding of ourselves.,3,"design, principles, community, people, need, thinking, must, patterns"
A84,RQ1,Objective and Motivation,Transforming current practices through innovations,Design is now positioned to follow biology as a foundational science.,3,"design, principles, community, people, need, thinking, must, patterns"
A84,RQ1,Objective and Motivation,Create or improve tools and platforms,The benefits of their work can be seen at thisisdesignthinking.net. This website launched by the research team showcases interesting stories from companies working with design thinking and publishes interviews with experts and practitioners.,3,"design, principles, community, people, need, thinking, must, patterns"
A84,RQ1,Main Guidelines,Focus on education and training,Many universities worldwide approach the two institutes in order to implement a similar school following the 'd.school' model.,2,"research, open, work, future, extent, basic, also, community"
A84,RQ1,Impact and Applicability,Develop tools and techniques,Many more projects pave the way for making design a foundational science.,3,"design, principles, community, people, need, thinking, must, patterns"
A84,RQ1,Call to Action,Educate and train,More and more governments and universities plan to establish their own schools of design thinking and integrate design thinking into their curriculum.,3,"design, principles, community, people, need, thinking, must, patterns"
A84,RQ2,Gaps,Lack of evaluation and monitoring of the impact of manifestos,That’s why researchers are striving to gauge and assess its impact.,2,"research, open, work, future, extent, basic, also, community"
A84,RQ3,Relationship with SWeBok,Software Design,The cumulative work of a global design thinking research community demonstrates our ability to instrument and quantify design behavior.,3,"design, principles, community, people, need, thinking, must, patterns"
A84,RQ3,Relationship with SWeBok,Software Engineering Professional Practice,More and more governments and universities plan to establish their own schools of design thinking and integrate design thinking into their curriculum.,3,"design, principles, community, people, need, thinking, must, patterns"
A85,RQ1,Principles and Values,Collaboration,Borland has opened up Gauntlet's internal APIs to allow plug-in extensions to further enhance the product.,3,"design, principles, community, people, need, thinking, must, patterns"
A85,RQ1,Principles and Values,Openness,Borland has opened up Gauntlet's internal APIs to allow plug-in extensions to further enhance the product.,3,"design, principles, community, people, need, thinking, must, patterns"
A85,RQ1,Principles and Values,Process improvement,Gauntlet itself is a Java-based application running within its own Tomcat web server. Accessing its functions is done entirely through a standard web browser such as Microsoft Internet Explorer or Mozilla Firefox.,3,"design, principles, community, people, need, thinking, must, patterns"
A85,RQ1,Objective and Motivation,Transforming current practices through innovations,Borland’s latest direction has zeroed in on a problem that has plagued the expensive and highly proprietary ALM market since its inception.,0,"systems, data, security, system, privacy, users, development, computing"
A85,RQ1,Main Guidelines,Adopt new technologies and approaches,Borland has reinvented itself as an enterprise application lifecycle management company.,4,"process, mining, data, business, provides, bridge, modeling, important"
A85,RQ1,Impact and Applicability,Develop tools and techniques,Gauntlet itself is a Java-based application running within its own Tomcat web server.,3,"design, principles, community, people, need, thinking, must, patterns"
A86,RQ1,Principles and Values,Collaboration,The collective knowledge resulting from the dynamics of interactivity would be in charge of perfecting the proposed model.,0,"systems, data, security, system, privacy, users, development, computing"
A86,RQ1,Principles and Values,Openness,The process is open (free).,4,"process, mining, data, business, provides, bridge, modeling, important"
A86,RQ1,Principles and Values,Ethics and Responsibility,Investors who consider profit as a central purpose will be excluded from the outset.,3,"design, principles, community, people, need, thinking, must, patterns"
A86,RQ1,Main Guidelines,Develop tools and techniques,The definition of the technologies necessary for the commercial viability of the ‘functionalities’ depends on the process.,4,"process, mining, data, business, provides, bridge, modeling, important"
A86,RQ1,Impact and Applicability,Share knowledge,There is a need to create a database to save ideas to use later.,3,"design, principles, community, people, need, thinking, must, patterns"
A86,RQ2,Gaps,Little attention to the evolution and adaptation of manifestos,The collective knowledge resulting from the dynamics of interactivity would be in charge of perfecting the proposed model.,0,"systems, data, security, system, privacy, users, development, computing"
A86,RQ2,Gaps,Lack of assessment or monitoring of the quality of architecture,There is a need to create a database to save ideas to use later.,3,"design, principles, community, people, need, thinking, must, patterns"
A86,RQ3,Relationship with SWeBok,Software Quality,The connection system also serves to continuously check the excellence of the functionalities.,0,"systems, data, security, system, privacy, users, development, computing"
A86,RQ3,Relationship with SWeBok,Software Security,The technologies associated with production and distribution will be a consequence of the factors underlying the distinctive competencies to be defined.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A87,RQ1,Principles and Values,Ethics and Responsibility,Fairness will be a bigger problem when applying recommender systems for citizens because there is no definition of what the greater social good is.,0,"systems, data, security, system, privacy, users, development, computing"
A87,RQ1,Objective and Motivation,Responding to emerging challenges and opportunities,We advocate the importance of a social perspective that considers how to design recommender systems that best serve our society.,3,"design, principles, community, people, need, thinking, must, patterns"
A87,RQ1,Impact and Applicability,Promote collaboration and communication,Recommender systems for citizens are expected to play the role of lubricant that can improve the efficiency of communication among them.,0,"systems, data, security, system, privacy, users, development, computing"
A88,RQ1,Principles and Values,Change,Addressing the challenges mentioned above requires a paradigm shift.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A88,RQ1,Objective and Motivation,Transforming current practices through innovations,Addressing the challenges mentioned above requires a paradigm shift.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A88,RQ1,Impact and Applicability,Develop tools and techniques,It is a duty of enterprise engineers to provide the means to the people in an enterprise to internalize its ontological model.,4,"process, mining, data, business, provides, bridge, modeling, important"
A88,RQ2,Gaps,Lack of integration between different areas of software engineering,The ambition is to address (all) traditional topics in said disciplines from the Enterprise Engineering Paradigm.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A88,RQ3,Relationship with SWeBok,Software Engineering Process,Entropy can be reduced and managed effectively through modular design based on atomic elements.,3,"design, principles, community, people, need, thinking, must, patterns"
A89,RQ1,Principles and Values,Collaboration,Students were asked to work in groups of three to share expertise and foster a collaborative sense for the project.,2,"research, open, work, future, extent, basic, also, community"
A89,RQ1,Principles and Values,Innovation,The ability to translate between communication modes drives to the heart of transmedia navigation and suggests the act of navigating between media might alter how some students think.,3,"design, principles, community, people, need, thinking, must, patterns"
